Uniqueid,Word,Condition,Listnum,Spatial_Input_Position,Temporal_Input_Position,Spatial_Recall_Order,Initial_RT_Time,Length,Correct,Distance_From_Correct,Order_Type,Serial_Pos_Encoded,Word_Reading,Output_Rank
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,YARN,"temporal, read silently",21,16,12,16,34.9727,16,0,4,Temporal,12,Silent,16
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,CAFE,"temporal, read silently",21,1,13,1,2.5413,16,0,12,Temporal,13,Silent,1
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,PERMIT,"temporal, read silently",21,9,14,9,15.9813,16,0,5,Temporal,14,Silent,9
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,LAVA,"temporal, read silently",21,7,15,7,12.6106,16,0,8,Temporal,15,Silent,7
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SPARROW,"temporal, read silently",21,11,16,11,20.4842,16,0,5,Temporal,16,Silent,11
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,HAWK,"temporal, read silently",22,7,1,7,16.8347,16,0,6,Temporal,1,Silent,7
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,HOOD,"temporal, read silently",22,8,2,8,18.082,16,0,6,Temporal,2,Silent,8
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,ULCER,"temporal, read silently",22,16,3,16,35.0997,16,0,13,Temporal,3,Silent,16
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,LODGE,"temporal, read silently",22,11,4,11,26.0815,16,0,7,Temporal,4,Silent,11
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,BALLOON,"temporal, read silently",22,1,5,1,5.7349,16,0,4,Temporal,5,Silent,1
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SUPPER,"temporal, read silently",22,15,6,15,32.4446,16,0,9,Temporal,6,Silent,15
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,DRAGON,"temporal, read silently",22,3,7,3,9.4002,16,0,4,Temporal,7,Silent,3
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,GIFT,"temporal, read silently",22,5,8,5,12.9177,16,0,3,Temporal,8,Silent,5
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,LASER,"temporal, read silently",22,10,9,9,22.0885,16,1,0,Temporal,9,Silent,10
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,HANDBAG,"temporal, read silently",22,6,10,6,14.8764,16,0,4,Temporal,10,Silent,6
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,MISTER,"temporal, read silently",22,13,11,13,28.8274,16,0,2,Temporal,11,Silent,13
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,FREEZER,"temporal, read silently",22,4,12,4,10.9966,16,0,8,Temporal,12,Silent,4
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,OUTLAW,"temporal, read silently",22,14,13,14,30.5962,16,0,1,Temporal,13,Silent,14
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,LAPEL,"temporal, read silently",22,9,14,10,19.4368,16,0,4,Temporal,14,Silent,9
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,LOVER,"temporal, read silently",22,12,15,12,27.3405,16,0,3,Temporal,15,Silent,12
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,DAISY,"temporal, read silently",22,2,16,2,7.6203,16,0,14,Temporal,16,Silent,2
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SWITCH,"temporal, read silently",23,6,1,6,13.8661,8,0,5,Temporal,1,Silent,6
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SHORTS,"temporal, read silently",23,5,2,5,12.1293,8,0,3,Temporal,2,Silent,5
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,FRECKLE,"temporal, read silently",23,3,3,3,8.2537,8,1,0,Temporal,3,Silent,3
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,VENUS,"temporal, read silently",23,7,4,7,15.8576,8,0,3,Temporal,4,Silent,7
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,XEROX,"temporal, read silently",23,8,5,8,17.3631,8,0,3,Temporal,5,Silent,8
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,FRAME,"temporal, read silently",23,2,6,2,6.6707,8,0,4,Temporal,6,Silent,2
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,MARKER,"temporal, read silently",23,4,7,4,10.3779,8,0,3,Temporal,7,Silent,4
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,DONKEY,"temporal, read silently",23,1,8,1,4.9706,8,0,7,Temporal,8,Silent,1
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,LIZARD,"temporal, read silently",24,7,1,7,14.4748,12,0,6,Temporal,1,Silent,7
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,BACON,"temporal, read silently",24,1,2,1,3.8284,12,0,1,Temporal,2,Silent,1
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SNAIL,"temporal, read silently",24,11,3,11,24.1855,12,0,8,Temporal,3,Silent,11
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,QUARTER,"temporal, read silently",24,9,4,9,17.91,12,0,5,Temporal,4,Silent,9
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,EAGLE,"temporal, read silently",24,4,5,4,9.4602,12,0,1,Temporal,5,Silent,4
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,HERO,"temporal, read silently",24,6,6,6,12.7712,12,1,0,Temporal,6,Silent,6
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,PLUTO,"temporal, read silently",24,8,7,8,16.4645,12,0,1,Temporal,7,Silent,8
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,HELMET,"temporal, read silently",24,5,8,5,11.0009,12,0,3,Temporal,8,Silent,5
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SPACE,"temporal, read silently",24,12,9,12,25.6859,12,0,3,Temporal,9,Silent,12
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,SEAL,"temporal, read silently",24,10,10,10,22.3761,12,1,0,Temporal,10,Silent,10
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,DENTIST,"temporal, read silently",24,3,11,3,7.3602,12,0,8,Temporal,11,Silent,3
A2FJIZUHR6E4EZ:3SB5N7Y3O4B1R8WXN0O7HN7R9M20GK,BLENDER,"temporal, read silently",24,2,12,2,5.7335,12,0,10,Temporal,12,Silent,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,VIKING,"temporal, read aloud",1,12,1,12,28.8392,12,0,11,Temporal,1,Aloud,12
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,MUMMY,"temporal, read aloud",1,7,2,7,18.1345,12,0,5,Temporal,2,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,MARSH,"temporal, read aloud",1,6,3,6,15.6342,12,0,3,Temporal,3,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TUNNEL,"temporal, read aloud",1,11,4,11,26.2038,12,0,7,Temporal,4,Aloud,11
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,SUPPER,"temporal, read aloud",1,10,5,10,24.4157,12,0,5,Temporal,5,Aloud,10
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,GRAVEL,"temporal, read aloud",1,5,6,5,13.453,12,0,1,Temporal,6,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PERMIT,"temporal, read aloud",1,8,7,8,20.424,12,0,1,Temporal,7,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,STICKER,"temporal, read aloud",1,9,8,9,22.3732,12,0,1,Temporal,8,Aloud,9
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,DIME,"temporal, read aloud",1,1,9,1,4.8643,12,0,8,Temporal,9,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FLOWER,"temporal, read aloud",1,3,10,3,9.984,12,0,7,Temporal,10,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FRIEND,"temporal, read aloud",1,4,11,4,11.5366,12,0,7,Temporal,11,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FLESH,"temporal, read aloud",1,2,12,2,7.8402,12,0,10,Temporal,12,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,DRILL,"temporal, read aloud",2,3,1,3,21.5165,8,0,2,Temporal,1,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,GAVEL,"temporal, read aloud",2,4,2,4,19.1445,8,0,2,Temporal,2,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,KITCHEN,"temporal, read aloud",2,7,3,7,12.0328,8,0,4,Temporal,3,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,COUNTRY,"temporal, read aloud",2,2,4,2,23.0688,8,0,2,Temporal,4,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BRANDY,"temporal, read aloud",2,1,5,1,24.8764,8,0,4,Temporal,5,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,LEG,"temporal, read aloud",2,8,6,8,6.2848,8,0,2,Temporal,6,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,HOOK,"temporal, read aloud",2,6,7,6,14.654,8,0,1,Temporal,7,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,GUITAR,"temporal, read aloud",2,5,8,5,17.0612,8,0,3,Temporal,8,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,LAPEL,"temporal, read aloud",3,7,1,7,49.9877,16,0,6,Temporal,1,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PERCH,"temporal, read aloud",3,9,2,9,54.8913,16,0,7,Temporal,2,Aloud,9
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,LOFT,"temporal, read aloud",3,8,3,8,52.0931,16,0,5,Temporal,3,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TEACHER,"temporal, read aloud",3,13,4,13,62.5553,16,0,9,Temporal,4,Aloud,13
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,COIN,"temporal, read aloud",3,4,5,4,43.4195,16,0,1,Temporal,5,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,INMATE,"temporal, read aloud",3,6,6,6,47.8676,16,1,0,Temporal,6,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BANJO,"temporal, read aloud",3,1,7,1,36.4361,16,0,6,Temporal,7,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BANQUET,"temporal, read aloud",3,2,8,2,39.0677,16,0,6,Temporal,8,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CANDY,"temporal, read aloud",3,3,9,3,41.1002,16,0,6,Temporal,9,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,VELVET,"temporal, read aloud",3,15,10,15,68.4588,16,0,5,Temporal,10,Aloud,15
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,SERVANT,"temporal, read aloud",3,10,11,10,56.8515,16,0,1,Temporal,11,Aloud,10
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,STUDENT,"temporal, read aloud",3,11,12,11,59.0434,16,0,1,Temporal,12,Aloud,11
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FIDDLE,"temporal, read aloud",3,5,13,5,45.4195,16,0,8,Temporal,13,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TART,"temporal, read aloud",3,12,14,12,60.8721,16,0,2,Temporal,14,Aloud,12
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,VICTIM,"temporal, read aloud",3,16,15,16,70.5079,16,0,1,Temporal,15,Aloud,16
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TERMITE,"temporal, read aloud",3,14,16,14,64.3389,16,0,2,Temporal,16,Aloud,14
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,RIVER,"temporal, read aloud",4,9,1,9,149.5446,12,0,8,Temporal,1,Aloud,9
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,ELBOW,"temporal, read aloud",4,5,2,5,141.6976,12,0,3,Temporal,2,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,RUST,"temporal, read aloud",4,11,3,11,154.6507,12,0,8,Temporal,3,Aloud,11
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BROOK,"temporal, read aloud",4,1,4,1,132.3691,12,0,3,Temporal,4,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,MILDEW,"temporal, read aloud",4,7,5,7,145.6578,12,0,2,Temporal,5,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,WASP,"temporal, read aloud",4,12,6,12,156.9001,12,0,6,Temporal,6,Aloud,12
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,ROBOT,"temporal, read aloud",4,10,7,10,152.6165,12,0,3,Temporal,7,Aloud,10
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CRAB,"temporal, read aloud",4,3,8,3,136.9291,12,0,5,Temporal,8,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,QUARTER,"temporal, read aloud",4,8,9,8,147.6085,12,0,1,Temporal,9,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CASHEW,"temporal, read aloud",4,2,10,2,134.7128,12,0,8,Temporal,10,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CRATER,"temporal, read aloud",4,4,11,4,138.857,12,0,7,Temporal,11,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FOOT,"temporal, read aloud",4,6,12,6,143.6733,12,0,6,Temporal,12,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BUBBLE,"temporal, read aloud",5,2,1,2,14.1243,8,0,1,Temporal,1,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BRANCH,"temporal, read aloud",5,1,2,1,11.6437,8,0,1,Temporal,2,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,GYMNAST,"temporal, read aloud",5,5,3,5,19.9585,8,0,2,Temporal,3,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,ITEM,"temporal, read aloud",5,7,4,7,24.3234,8,0,3,Temporal,4,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FOREST,"temporal, read aloud",5,4,5,4,18.0354,8,0,1,Temporal,5,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CANAL,"temporal, read aloud",5,3,6,3,16.1953,8,0,3,Temporal,6,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,HOSTESS,"temporal, read aloud",5,6,7,6,22.171,8,0,1,Temporal,7,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PEBBLE,"temporal, read aloud",5,8,8,8,26.723,8,1,0,Temporal,8,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,STOVE,"temporal, read aloud",6,11,1,11,38.2809,16,0,10,Temporal,1,Aloud,11
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,VAGRANT,"temporal, read aloud",6,15,2,15,50.5286,16,0,13,Temporal,2,Aloud,15
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,REPORT,"temporal, read aloud",6,10,3,10,34.657,16,0,7,Temporal,3,Aloud,10
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,SUNSET,"temporal, read aloud",6,12,4,12,40.4488,16,0,8,Temporal,4,Aloud,12
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,DIVER,"temporal, read aloud",6,4,5,4,18.7194,16,0,1,Temporal,5,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,HERO,"temporal, read aloud",6,7,6,7,25.5374,16,0,1,Temporal,6,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TROUT,"temporal, read aloud",6,13,7,13,42.8811,16,0,6,Temporal,7,Aloud,13
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,WAITER,"temporal, read aloud",6,16,8,16,53.2088,16,0,8,Temporal,8,Aloud,16
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TURNIP,"temporal, read aloud",6,14,9,14,45.193,16,0,5,Temporal,9,Aloud,14
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,MAPLE,"temporal, read aloud",6,8,10,8,27.7379,16,0,2,Temporal,10,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,HAMPER,"temporal, read aloud",6,6,11,6,23.112,16,0,5,Temporal,11,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BOUQUET,"temporal, read aloud",6,1,12,1,9.7116,16,0,11,Temporal,12,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,DRUG,"temporal, read aloud",6,5,13,5,20.8728,16,0,8,Temporal,13,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,COWBOY,"temporal, read aloud",6,2,14,2,13.0716,16,0,12,Temporal,14,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PARSLEY,"temporal, read aloud",6,9,15,9,29.7129,16,0,6,Temporal,15,Aloud,9
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CREVICE,"temporal, read aloud",6,3,16,3,16.7838,16,0,13,Temporal,16,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,HAWK,"temporal, read aloud",7,8,1,8,93.3683,16,0,7,Temporal,1,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,DUST,"temporal, read aloud",7,3,2,3,82.7768,16,0,1,Temporal,2,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,LODGE,"temporal, read aloud",7,10,3,10,97.4883,16,0,7,Temporal,3,Aloud,10
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,SPIDER,"temporal, read aloud",7,15,4,15,108.2479,16,0,11,Temporal,4,Aloud,15
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,EAGLE,"temporal, read aloud",7,4,5,4,85.305,16,0,1,Temporal,5,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PICTURE,"temporal, read aloud",7,12,6,12,101.1538,16,0,6,Temporal,6,Aloud,12
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PECAN,"temporal, read aloud",7,11,7,11,99.1375,16,0,4,Temporal,7,Aloud,11
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,VALLEY,"temporal, read aloud",7,16,8,16,110.072,16,0,8,Temporal,8,Aloud,16
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,COOK,"temporal, read aloud",7,1,9,1,78.3128,16,0,8,Temporal,9,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CRUTCH,"temporal, read aloud",7,2,10,2,80.465,16,0,8,Temporal,10,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,ROBIN,"temporal, read aloud",7,13,11,13,103.6163,16,0,2,Temporal,11,Aloud,13
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,KLEENEX,"temporal, read aloud",7,9,12,9,95.2405,16,0,3,Temporal,12,Aloud,9
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,GAZELLE,"temporal, read aloud",7,7,13,7,91.449,16,0,6,Temporal,13,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FLUTE,"temporal, read aloud",7,6,14,6,89.5606,16,0,8,Temporal,14,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FLIPPER,"temporal, read aloud",7,5,15,5,87.4695,16,0,10,Temporal,15,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,SPACE,"temporal, read aloud",7,14,16,14,106.2559,16,0,2,Temporal,16,Aloud,14
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FLEET,"temporal, read aloud",8,3,1,3,9.968900001,8,0,2,Temporal,1,Aloud,3
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,LIZARD,"temporal, read aloud",8,5,2,5,15.6693,8,0,3,Temporal,2,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,MACHINE,"temporal, read aloud",8,6,3,6,18.5509,8,0,3,Temporal,3,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PADDING,"temporal, read aloud",8,7,4,7,20.9736,8,0,3,Temporal,4,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,GARLIC,"temporal, read aloud",8,4,5,4,12.7863,8,0,1,Temporal,5,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,CITRUS,"temporal, read aloud",8,2,6,2,7.9475,8,0,4,Temporal,6,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,SILK,"temporal, read aloud",8,8,7,8,22.9825,8,0,1,Temporal,7,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,AWARD,"temporal, read aloud",8,1,8,1,6.287200001,8,0,7,Temporal,8,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,STONE,"temporal, read aloud",9,11,1,11,323.1506,12,0,10,Temporal,1,Aloud,11
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,FRECKLE,"temporal, read aloud",9,5,2,5,305.2628,12,0,3,Temporal,2,Aloud,5
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PISTON,"temporal, read aloud",9,8,3,8,312.5512,12,0,5,Temporal,3,Aloud,8
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,MUSTARD,"temporal, read aloud",9,7,4,7,309.9176,12,0,3,Temporal,4,Aloud,7
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,LEADER,"temporal, read aloud",9,6,5,6,307.7587,12,0,1,Temporal,5,Aloud,6
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,DONOR,"temporal, read aloud",9,4,6,4,302.473,12,0,2,Temporal,6,Aloud,4
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,RUG,"temporal, read aloud",9,10,7,10,320.7664,12,0,3,Temporal,7,Aloud,10
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BUG,"temporal, read aloud",9,2,8,2,178.081,12,0,6,Temporal,8,Aloud,2
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,BOX,"temporal, read aloud",9,1,9,1,175.6692,12,0,8,Temporal,9,Aloud,1
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,PUDDING,"temporal, read aloud",9,9,10,9,318.5107,12,0,1,Temporal,10,Aloud,9
A2FLBMZ38IZ2SQ:32Q90QCQ1TS5KK7ALY81041O5G5KEO,TWIG,"temporal, read aloud",9,12,11,12,326.5743,12,0,1,Temporal,11,Aloud,12
